#B V
#P 1.135946
#Z 2444648.3283
#N 0.25
#S 0.03

2444635.3230 .267 0.005 
2444635.3303 .270 0.005 
2444635.3329 .270 0.005 
2444635.3386 .263 0.005 
2444635.3413 .265 0.005 
2444635.3485 .249 0.005 
2444635.3510 .237 0.005 
2444635.3564 .230 0.005 
2444635.3591 .233 0.005 
2444635.3652 .241 0.005 
2444635.3687 .240 0.005 
2444635.3747 .225 0.005 
2444635.3777 .230 0.005 
2444635.3845 .221 0.005 
2444635.3875 .219 0.005 
2444636.1924 .233 0.005 
2444636.1979 .231 0.005 
2444636.2043 .217 0.005 
2444636.2070 .220 0.005 
2444636.2130 .223 0.005 
2444636.2154 .215 0.005 
2444636.2267 .220 0.005 
2444636.2292 .226 0.005 
2444636.2350 .224 0.005 
2444636.2378 .232 0.005 
2444636.2431 .226 0.005 
2444636.2458 .227 0.005 
2444636.2523 .230 0.005 
2444636.2553 .235 0.005 
2444636.2614 .230 0.005 
2444636.2639 .227 0.005 
2444636.2704 .229 0.005 
2444636.2728 .221 0.005 
2444636.2794 .232 0.005 
2444636.2821 .225 0.005 
2444636.2885 .226 0.005 
2444636.2911 .237 0.005 
2444636.2974 .229 0.005 
2444636.2999 .229 0.005 
2444636.3095 .237 0.005 
2444636.3123 .234 0.005 
2444636.3189 .228 0.005 
2444636.3215 .238 0.005 
2444636.3278 .232 0.005 
2444636.3304 .249 0.005
2444636.3391 .260 0.005 
2444636.3417 .257 0.005 
2444636.3480 .270 0.005 
2444636.3505 .267 0.005 
2444636.3573 .272 0.005 
2444636.3600 .270 0.005 
2444636.3657 .285 0.005 
2444636.3687 .289 0.005 
2444636.3743 .291 0.005 
2444636.3771 .301 0.005 
2444636.3825 .305 0.005 
2444636.3848 .305 0.005 
2444641.2444 .224 0.005 
2444641.2474 .209 0.005 
2444641.2548 .211 0.005 
2444641.2576 .216 0.005 
2444641.2636 .218 0.005 
2444641.2668 .217 0.005 
2444641.2740 .231 0.005 
2444641.2778 .216 0.005 
2444641.2835 .210 0.005 
2444641.2873 .224 0.005 
2444641.2942 .219 0.005 
2444641.2968 .226 0.005 
2444641.3032 .218 0.005 
2444641.3061 .225 0.005 
2444641.3248 .225 0.005 
2444641.3276 .222 0.005 
2444641.3345 .230 0.005 
2444641.3373 .231 0.005 
2444641.3430 .217 0.005 
2444641.3458 .216 0.005 
2444641.3514 .218 0.005 
2444641.3541 .233 0.005 
2444641.3599 .229 0.005 
2444641.3625 .226 0.005 
2444641.3682 .224 0.005 
2444641.3707 .229 0.005 
2444642.2195 .226 0.005 
2444642.2218 .235 0.005 
2444642.2295 .228 0.005 
2444642.2333 .232 0.005 
2444642.2386 .242 0.005 
2444642.2418 .206 0.005 
2444642.2474 .230 0.005 
2444642.2499 .226 0.005 
2444642.2646 .225 0.005 
2444642.3035 .231 0.005 
2444642.3058 .237 0.005 
2444642.3115 .243 0.005 
2444642.3142 .245 0.005 
2444646.2034 .234 0.005 
2444646.2068 .241 0.005 
2444646.2145 .236 0.005 
2444646.2180 .243 0.005 
2444646.2247 .229 0.005 
2444646.2274 .235 0.005 
2444646.2326 .235 0.005 
2444646.2367 .228 0.005 
2444646.2421 .225 0.005 
2444646.2450 .227 0.005 
2444646.2574 .232 0.005 
2444646.2601 .230 0.005 
2444646.2661 .229 0.005 
2444646.2693 .236 0.005
2444646.2776 .227 0.005 
2444646.2800 .238 0.005 
2444646.2856 .231 0.005 
2444646.2895 .223 0.005 
2444646.2951 .224 0.005 
2444646.2980 .225 0.005 
2444646.3060 .221 0.005 
2444646.3118 .215 0.005 
2444646.3206 .230 0.005 
2444646.3254 .223 0.005 
2444646.3322 .221 0.005 
2444646.3354 .215 0.005 
2444646.3426 .220 0.005 
2444646.3451 .218 0.005 
2444646.3505 .226 0.005 
2444646.3535 .222 0.005 
2444647.0898 .224 0.005 
2444647.0933 .231 0.005 
2444647.0997 .242 0.005 
2444647.1027 .248 0.005 
2444647.1093 .284 0.005 
2444647.1132 .297 0.005 
2444647.1190 .323 0.005 
2444647.1218 .334 0.005 
2444647.1270 .364 0.005 
2444647.1296 .380 0.005 
2444647.1360 .419 0.005 
2444647.1389 .443 0.005 
2444647.1445 .480 0.005 
2444647.1470 .513 0.005 
2444647.1528 .562 0.005 
2444647.1556 .588 0.005 
2444647.1618 .636 0.005 
2444647.1646 .654 0.005 
2444647.1704 .700 0.005 
2444647.1735 .735 0.005 
2444647.1797 .760 0.005 
2444647.1823 .786 0.005 
2444647.1877 .788 0.005 
2444647.1901 .792 0.005 
2444647.1958 .783 0.005 
2444647.1987 .781 0.005 
2444647.2039 .759 0.005 
2444647.2068 .745 0.005 
2444647.2135 .692 0.005 
2444647.2174 .653 0.005 
2444647.2255 .582 0.005 
2444647.2284 .556 0.005 
2444647.2377 .472 0.005 
2444647.2412 .453 0.005 
2444647.2468 .414 0.005 
2444647.2503 .381 0.005 
2444647.2574 .340 0.005 
2444647.2602 .330 0.005 
2444647.2661 .295 0.005 
2444647.2697 .290 0.005 
2444647.2775 .258 0.005
2444647.2808 .256 0.005 
2444647.2866 .240 0.005 
2444647.2904 .235 0.005 
2444647.3081 .225 0.005 
2444647.3105 .240 0.005 
2444647.3168 .227 0.005 
2444647.3214 .230 0.005 
2444647.3283 .229 0.005 
2444647.3317 .226 0.005 
2444647.3386 .234 0.005 
2444647.3424 .234 0.005 
2444648.2579 .346 0.005 
2444648.2607 .365 0.005 
2444648.2673 .394 0.005 
2444648.2701 .408 0.005 
2444648.2765 .451 0.005 
2444648.2795 .486 0.005 
2444648.2865 .540 0.005 
2444648.2903 .575 0.005 
2444648.2953 .612 0.005 
2444648.2981 .642 0.005 
2444648.3049 .704 0.005 
2444648.3091 .726 0.005 
2444648.3163 .772 0.005 
2444648.3203 .782 0.005 
2444648.3268 .787 0.005 
2444648.3298 .800 0.005 
2444648.3358 .787 0.005 
2444648.3389 .763 0.005 
2444648.3453 .718 0.005 
2444648.3486 .705 0.005 
2444648.3547 .648 0.005 
2444648.3576 .624 0.005 
2444662.1475 .218 0.005 
2444662.1525 .226 0.005 
2444662.1707 .227 0.005 
2444662.1735 .231 0.005 
2444662.1804 .219 0.005 
2444662.1840 .219 0.005 
2444662.1912 .223 0.005 
2444662.1940 .219 0.005 
2444662.2000 .220 0.005 
2444662.2028 .222 0.005 
2444662.2083 .218 0.005 
2444662.2110 .218 0.005 
2444662.2162 .231 0.005 
2444662.2198 .241 0.005 
2444662.2263 .236 0.005 
2444662.2292 .229 0.005 
2444662.2355 .224 0.005 
2444662.2383 .239 0.005 
2444662.2448 .224 0.005 
2444662.2485 .223 0.005 
2444662.2552 .215 0.005 
2444662.2591 .220 0.005 
2444662.2662 .208 0.005 
2444662.2693 .213 0.005 
2444662.2775 .219 0.005 
2444662.2805 .207 0.005 
2444662.2875 .219 0.005 
2444662.2905 .216 0.005 
2444662.2982 .229 0.005 
2444662.3013 .231 0.005 
2444662.3076 .220 0.005 
2444662.3106 .231 0.005 
2444662.3165 .231 0.005 
2444662.3189 .224 0.005
2444663.0752 .733 0.005 
2444663.0782 .750 0.005 
2444663.0838 .777 0.005 
2444663.0869 .789 0.005 
2444663.0895 .796 0.005 
2444663.0952 .803 0.005 
2444663.0979 .787 0.005 
2444663.1041 .791 0.005 
2444663.1066 .781 0.005 
2444663.1122 .745 0.005 
2444663.1154 .715 0.005 
2444663.1221 .657 0.005 
2444663.1273 .619 0.005 
2444663.1343 .565 0.005 
2444663.1374 .531 0.005 
2444663.1454 .461 0.005 
2444663.1490 .435 0.005 
2444663.1557 .386 0.005 
2444663.1588 .360 0.005 
2444663.1658 .334 0.005 
2444663.1696 .307 0.005 
2444663.1767 .277 0.005 
2444663.1805 .275 0.005 
2444663.1870 .265 0.005 
2444663.1905 .260 0.005 
2444663.1972 .265 0.005 
2444663.2003 .256 0.005 
2444663.2065 .245 0.005 
2444663.2095 .243 0.005 
2444663.2159 .240 0.005 
2444663.2202 .243 0.005 
2444663.2256 .236 0.005 
2444663.2285 .242 0.005 
2444663.2359 .234 0.005 
2444663.2396 .242 0.005 
2444663.2538 .234 0.005 
2444663.2579 .223 0.005 
2444663.2640 .225 0.005 
2444663.2668 .223 0.005 
2444663.2729 .210 0.005 
2444663.2758 .214 0.005 
2444663.2818 .221 0.005 
2444663.2846 .227 0.005 
2444664.0834 .225 0.005 
2444664.0867 .234 0.005 
2444664.0927 .229 0.005 
2444664.0977 .217 0.005 
2444664.1047 .221 0.005 
2444664.1080 .231 0.005 
2444664.1144 .229 0.005 
2444664.1172 .233 0.005 
2444664.1298 .246 0.005 
2444664.1328 .220 0.005 
2444664.1385 .243 0.005 
2444664.1418 .249 0.005
2444664.1479 .253 0.005 
2444664.1510 .281 0.005 
2444664.1592 .325 0.005 
2444664.1620 .338 0.005 
2444664.1684 .370 0.005 
2444664.1722 .392 0.005 
2444664.1782 .469 0.005 
2444664.1804 .472 0.005 
2444664.1862 .510 0.005 
2444664.1895 .544 0.005 
2444664.1956 .598 0.005 
2444664.1989 .631 0.005 
2444664.2048 .685 0.005 
2444664.2078 .702 0.005 
2444664.2138 .771 0.005 
2444664.2163 .786 0.005 
2444664.2217 .796 0.005 
2444664.2242 .812 0.005 
2444664.2292 .821 0.005 
2444664.2322 .816 0.005 
2444664.2380 .798 0.005 
2444664.2410 .780 0.005 
2444664.2475 .746 0.005 
2444664.2505 .718 0.005 
2444664.2568 .669 0.005 
2444664.2596 .650 0.005 
2444664.2657 .596 0.005 
2444664.2689 .569 0.005 
2444664.2749 .493 0.005 
2444664.2781 .491 0.005 
2444665.0812 .208 0.005 
2444665.0858 .210 0.005 
2444665.0929 .206 0.005 
2444665.0958 .207 0.005 
2444665.1017 .213 0.005 
2444665.1047 .218 0.005 
2444665.1110 .218 0.005 
2444665.1138 .218 0.005 
2444665.1204 .221 0.005 
2444665.1240 .225 0.005 
2444665.1298 .199 0.005 
2444665.1324 .221 0.005 
2444665.1450 .226 0.005 
2444665.1476 .220 0.005 
2444665.1536 .226 0.005 
2444665.1562 .233 0.005 
2444665.1617 .230 0.005 
2444665.1641 .225 0.005 
2444665.1694 .218 0.005 
2444665.1721 .219 0.005 
2444665.1799 .217 0.005 
2444665.1834 .229 0.005 
2444665.1896 .225 0.005 
2444665.1934 .222 0.005 
2444665.2019 .223 0.005 
2444665.2048 .238 0.005 
2444665.2115 .231 0.005 
2444665.2151 .223 0.005 
2444665.2233 .233 0.005 
2444665.2272 .230 0.005 
2444665.2330 .243 0.005 
2444665.2360 .245 0.005 
2444665.2421 .252 0.005 
2444665.2451 .241 0.005 
2444665.2510 .242 0.005 
2444665.2539 .235 0.005 
2444666.0831 .183 0.005 
2444666.0865 .200 0.005
2444666.0941 .201 0.005 
2444666.0978 .193 0.005 
2444666.1050 .216 0.005 
2444666.1096 .208 0.005 
2444666.1162 .201 0.005 
2444666.1196 .198 0.005 
2444666.1279 .196 0.005 
2444666.1306 .198 0.005 
2444666.1378 .189 0.005 
2444666.1410 .198 0.005 
2444666.1551 .225 0.005 
2444666.1577 .218 0.005 
2444666.1639 .218 0.005 
2444666.1671 .212 0.005 
2444666.1730 .221 0.005 
2444666.1766 .223 0.005 
2444666.1829 .219 0.005 
2444666.1857 .217 0.005 
2444666.1918 .216 0.005 
2444666.1944 .223 0.005 
2444666.2010 .232 0.005 
2444666.2043 .230 0.005 
2444666.2130 .219 0.005 
2444666.2194 .228 0.005 
2444666.2224 .225 0.005 
2444666.2283 .210 0.005 
2444666.2310 .216 0.005 
2444666.2416 .221 0.005 
2444666.2442 .225 0.005 
2444666.2522 .222 0.005 
2444666.2549 .215 0.005 
2444666.2608 .217 0.005 
2444666.2639 .225 0.005 
2444666.2697 .229 0.005 
2444666.2723 .217 0.005 
2444667.0814 .293 0.005 
2444667.0843 .292 0.005 
2444667.0925 .289 0.005 
2444667.0959 .291 0.005 
2444667.1026 .283 0.005 
2444667.1061 .284 0.005 
2444667.1191 .277 0.005 
2444667.1223 .260 0.005 
2444667.1302 .261 0.005 
2444667.1343 .251 0.005 
2444667.1411 .245 0.005 
2444667.1443 .239 0.005 
2444667.1590 .237 0.005 
2444667.1630 .234 0.005 
2444667.1714 .230 0.005 
2444667.1746 .229 0.005 
2444667.1805 .235 0.005 
2444667.1836 .237 0.005 
2444667.1895 .241 0.005
2444667.1935 .220 0.005 
2444667.2033 .230 0.005 
2444667.2065 .225 0.005 
2444667.2136 .220 0.005 
2444667.2172 .213 0.005 
2444667.2238 .227 0.005 
2444667.2280 .223 0.005 
2444667.2347 .225 0.005 
2444667.2382 .229 0.005 
2444667.2452 .231 0.005 
2444667.2483 .229 0.005 
2444667.2545 .230 0.005 
2444667.2576 .230 0.005 
2444667.2659 .224 0.005 
2444667.2688 .219 0.005 
2444668.0964 .236 0.005 
2444668.0998 .236 0.005 
2444668.1064 .244 0.005 
2444668.1096 .258 0.005 
2444668.1175 .240 0.005 
2444668.1271 .237 0.005 
2444668.1306 .267 0.005 
2444668.1371 .256 0.005 
2444668.1406 .270 0.005 
2444668.1479 .283 0.005 
2444668.1511 .269 0.005 
2444668.1603 .264 0.005 
2444668.1636 .286 0.005 
2444668.1697 .275 0.005 
2444668.1739 .275 0.005
2444668.1843 .318 0.005 
2444668.1910 .295 0.005 
2444668.1946 .291 0.005 
2444668.2014 .301 0.005 
2444668.2045 .307 0.005 
2444668.2129 .313 0.005 
2444668.2163 .312 0.005 
2444668.2229 .294 0.005 
2444668.2257 .299 0.005 
2444668.2318 .284 0.005 
2444668.2350 .286 0.005 
2444668.2418 .277 0.005 
2444668.2451 .299 0.005 
2444668.2524 .275 0.005 
2444668.2559 .277 0.005 
2444668.2623 .287 0.005 
2444668.2651 .276 0.005 
2444668.2723 .279 0.005 
2444668.2754 .270 0.005 
2444668.2817 .265 0.005 
2444668.2844 .265 0.005 
2444668.2919 .247 0.005 
2444668.2948 .250 0.005 
2444672.1002 .256 0.005 
2444672.1038 .321 0.005 
2444672.1174 .378 0.005 
2444672.1237 .401 0.005 
2444672.1268 .431 0.005 
2444672.1333 .490 0.005 
2444672.1367 .509 0.005 
2444672.1426 .543 0.005 
2444672.1471 .562 0.005 
2444672.1541 .607 0.005 
2444672.1574 .628 0.005 
2444672.1635 .690 0.005 
2444672.1665 .745 0.005 
2444672.1728 .796 0.005 
2444672.1767 .810 0.005 
2444672.1830 .809 0.005
2444672.1861 .820 0.005 
2444672.1916 .803 0.005 
2444672.1948 .763 0.005 
2444672.2017 .720 0.005 
2444672.2048 .691 0.005 
2444672.2118 .671 0.005 
2444672.2148 .605 0.005 
2444672.2207 .564 0.005 
2444672.2241 .512 0.005 
2444672.2302 .453 0.005 
2444672.2333 .438 0.005 
2444672.2388 .404 0.005 
2444672.2420 .381 0.005 
2444672.2480 .336 0.005 
2444672.2513 .311 0.005 
2444672.2574 .289 0.005 
2444672.2600 .297 0.005 
2444672.2657 .273 0.005 
2444672.2686 .255 0.005 
2444672.2749 .256 0.005 
2444672.2777 .231 0.005 
2444953.3275 .291 0.005 
2444953.3306 .303 0.005 
2444953.3365 .312 0.005 
2444953.3401 .298 0.005 
2444953.3465 .305 0.005 
2444953.3507 .287 0.005 
2444953.3569 .297 0.005 
2444953.3597 .300 0.005 
2444953.3659 .280 0.005 
2444953.3684 .290 0.005 
2444953.3751 .259 0.005 
2444953.3776 .262 0.005 
2444953.3873 .247 0.005 
2444953.3905 .257 0.005 
2444953.3972 .249 0.005 
2444953.4005 .247 0.005 
2444953.4088 .239 0.005 
2444953.4122 .252 0.005 
2444953.4189 .247 0.005 
2444953.4221 .260 0.005 
2444953.4281 .233 0.005 
2444953.4308 .232 0.005 
2444953.4375 .237 0.005 
2444953.4417 .231 0.005 
2444953.4468 .222 0.005 
2444953.4500 .223 0.005 
2444956.2944 .251 0.005 
2444956.2977 .257 0.005 
2444956.3037 .254 0.005 
2444956.3066 .242 0.005 
2444956.3126 .240 0.005
2444956.3167 .233 0.005 
2444958.3127 .226 0.005 
2444958.3167 .225 0.005 
2444958.3246 .230 0.005 
2444958.3280 .219 0.005 
2444958.3374 .215 0.005 
2444958.3417 .216 0.005 
2444968.3020 .222 0.005 
2444968.3075 .216 0.005 
2444968.3102 .211 0.005 
2444968.3154 .224 0.005 
2444968.3184 .220 0.005 
2444968.3235 .238 0.005 
2444968.3262 .246 0.005 
2444968.3316 .215 0.005 
2444968.3345 .215 0.005 
2444968.3397 .218 0.005 
2444968.3421 .219 0.005 
2444968.3478 .225 0.005 
2444968.3504 .226 0.005 
2444968.3553 .222 0.005 
2444968.3574 .221 0.005 
2444968.3629 .205 0.005 
2444968.3654 .202 0.005 
2444968.3791 .221 0.005 
2444968.3818 .194 0.005 
2444968.3878 .202 0.005 
2444968.3915 .220 0.005 
2444968.4003 .241 0.005 
2444968.4031 .230 0.005 
2444968.4089 .241 0.005 
2444968.4114 .235 0.005 
2444968.4164 .231 0.005 
2444968.4188 .233 0.005 
2444968.4272 .249 0.005 
2444968.4308 .238 0.005 
2444968.4360 .228 0.005 
2444968.4392 .219 0.005 
2444968.4454 .232 0.005 
2444968.4478 .216 0.005 
2444968.4532 .213 0.005 
2444968.4555 .231 0.005 
2444968.4609 .223 0.005 
2444968.4631 .214 0.005 
2444968.4702 .221 0.005 
2444968.4733 .225 0.005 
2444998.1608 .548 0.005 
2444998.1654 .601 0.005 
2444998.1752 .660 0.005 
2444998.1788 .679 0.005 
2444998.1879 .759 0.005 
2444998.1913 .765 0.005 
2444998.1988 .799 0.005 
2444998.2021 .793 0.005 
2444998.2090 .758 0.005 
2444998.2118 .737 0.005 
2444999.2941 .562 0.005 
2444999.2972 .565 0.005 
2444999.3038 .624 0.005 
2444999.3071 .654 0.005 
2444999.3140 .703 0.005 
2444999.3195 .746 0.005 
2444999.3266 .787 0.005
2444999.3295 .793 0.005 
2444999.3389 .788 0.005 
2444999.3414 .786 0.005 
2444999.3470 .747 0.005 
2444999.3495 .747 0.005 
2444999.3552 .707 0.005 
2444999.3577 .687 0.005 
2445015.1337 .239 0.005 
2445015.1365 .236 0.005 
2445015.1435 .243 0.005 
2445015.1462 .248 0.005 
2445015.1522 .281 0.005 
2445015.1550 .274 0.005 
2445015.1605 .285 0.005 
2445015.1627 .294 0.005 
2445015.1687 .325 0.005 
2445015.1719 .328 0.005 
2445015.1781 .401 0.005 
2445015.1803 .413 0.005 
2445015.1864 .439 0.005 
2445015.1888 .455 0.005 
2445015.1946 .514 0.005 
2445015.1968 .548 0.005 
2445015.2014 .567 0.005 
2445015.2038 .587 0.005 
2445015.2098 .608 0.005
2445015.2131 .655 0.005
2445015.2185 .709 0.005
2445015.2211 .740 0.005
2445015.2275 .753 0.005
2445015.2299 .767 0.005
2445015.2356 .801 0.005
2445015.2381 .809 0.005
2445015.2444 .776 0.005
2445015.2477 .742 0.005
2445015.2529 .714 0.005
2445015.2556 .689 0.005
2445015.2612 .658 0.005
2445015.2648 .646 0.005
